Latitude (decimal degrees):	51.503
Longitude (decimal degrees):	10.781
Elevation (m):	188
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: -1 deg. (optimum)
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20231008:1010,213.46,261.7,6.99,31.59,10.94,0.9,0.0
20231008:1110,553.17,218.16,9.28,32.68,12.04,0.41,0.0
20231008:1210,496.9,214.64,8.65,30.91,12.88,0.41,0.0
20231008:1310,399.5,192.76,7.26,26.56,13.47,0.62,0.0
20231008:1410,319.51,141.9,5.49,20.17,13.82,0.83,0.0
20231008:1510,25.19,83.26,1.91,12.32,13.78,1.03,0.0
20231008:1610,8.6,18.46,0.44,3.57,13.44,1.17,0.0
20231008:1710,0.0,0.0,0.0,0.0,12.6,1.03,0.0
20231008:1810,0.0,0.0,0.0,0.0,11.72,1.03,0.0
20231008:1910,0.0,0.0,0.0,0.0,10.84,1.24,0.0
20231008:2010,0.0,0.0,0.0,0.0,10.7,1.38,0.0
20231008:2110,0.0,0.0,0.0,0.0,10.69,1.38,0.0
20231008:2210,0.0,0.0,0.0,0.0,10.68,1.38,0.0
20231008:2310,0.0,0.0,0.0,0.0,10.71,1.38,0.0
20231009:0010,0.0,0.0,0.0,0.0,10.8,1.17,0.0
20231009:0110,0.0,0.0,0.0,0.0,11.18,1.24,0.0
20231009:0210,0.0,0.0,0.0,0.0,11.75,1.93,0.0
20231009:0310,0.0,0.0,0.0,0.0,12.06,2.83,0.0
20231009:0410,0.0,0.0,0.0,0.0,12.63,3.45,0.0
20231009:0510,0.0,0.0,0.0,0.0,13.09,4.0,0.0
20231009:0610,11.0,29.1,0.67,5.47,13.38,4.28,0.0
20231009:0710,12.09,84.36,1.85,14.04,13.93,4.0,0.0
20231009:0810,0.0,86.8,1.83,21.56,14.49,4.0,0.0
20231009:0910,0.0,108.5,2.29,27.48,14.79,4.07,0.0
20231009:1010,0.0,141.95,2.99,31.23,15.48,3.45,0.0
20231009:1110,0.0,129.29,2.73,32.29,15.15,4.0,0.0
20231009:1210,0.0,123.87,2.61,30.52,14.97,4.14,0.0
20231009:1310,0.0,59.67,1.26,26.18,14.9,3.86,0.0
20231009:1410,0.0,79.56,1.68,19.8,15.29,3.93,0.0
20231009:1510,0.0,13.56,0.29,11.97,15.87,3.93,0.0
20231009:1610,0.0,6.33,0.13,3.22,15.79,3.79,0.0
20231009:1710,0.0,0.0,0.0,0.0,15.47,3.66,0.0
20231009:1810,0.0,0.0,0.0,0.0,15.23,3.66,0.0
20231009:1910,0.0,0.0,0.0,0.0,14.96,3.59,0.0
20231009:2010,0.0,0.0,0.0,0.0,15.12,3.72,0.0
20231009:2110,0.0,0.0,0.0,0.0,15.01,3.1,0.0
20231009:2210,0.0,0.0,0.0,0.0,14.97,2.76,0.0
20231009:2310,0.0,0.0,0.0,0.0,14.88,2.62,0.0
20231010:0010,0.0,0.0,0.0,0.0,14.79,2.69,0.0
20231010:0110,0.0,0.0,0.0,0.0,14.79,2.62,0.0
20231010:0210,0.0,0.0,0.0,0.0,14.65,2.69,0.0
20231010:0310,0.0,0.0,0.0,0.0,14.45,2.62,0.0
20231010:0410,0.0,0.0,0.0,0.0,14.25,2.41,0.0
20231010:0510,0.0,0.0,0.0,0.0,14.05,2.34,0.0
20231010:0610,0.0,18.08,0.38,5.21,13.82,2.14,0.0
20231010:0710,104.54,109.6,2.86,13.75,14.58,2.21,0.0
20231010:0810,160.88,175.6,4.69,21.25,14.9,2.62,0.0
20231010:0910,429.69,197.0,7.45,27.15,15.14,2.9,0.0
20231010:1010,612.0,181.54,9.11,30.86,16.28,3.24,0.0
20231010:1110,546.17,215.6,9.05,31.91,17.3,2.76,0.0
20231010:1210,470.14,217.36,8.33,30.14,18.4,2.55,0.0
20231010:1310,302.34,207.71,6.56,25.8,19.12,2.83,0.0
20231010:1410,239.38,153.89,4.9,19.44,20.02,3.1,0.0
20231010:1510,171.93,86.53,2.9,11.62,20.37,2.97,0.0
20231010:1610,10.28,14.87,0.36,2.88,19.54,2.9,0.0
20231010:1710,0.0,0.0,0.0,0.0,18.7,3.17,0.0
20231010:1810,0.0,0.0,0.0,0.0,17.94,3.31,0.0
20231010:1910,0.0,0.0,0.0,0.0,16.89,3.1,0.0
20231010:2010,0.0,0.0,0.0,0.0,16.08,3.03,0.0
20231010:2110,0.0,0.0,0.0,0.0,15.59,2.9,0.0
20231010:2210,0.0,0.0,0.0,0.0,15.01,2.9,0.0
20231010:2310,0.0,0.0,0.0,0.0,14.72,2.97,0.0
20231011:0010,0.0,0.0,0.0,0.0,14.56,2.97,0.0
20231011:0110,0.0,0.0,0.0,0.0,14.51,3.03,0.0
20231011:0210,0.0,0.0,0.0,0.0,14.48,3.17,0.0
20231011:0310,0.0,0.0,0.0,0.0,14.59,3.59,0.0
20231011:0410,0.0,0.0,0.0,0.0,14.64,3.79,0.0
20231011:0510,0.0,0.0,0.0,0.0,14.78,3.93,0.0
20231011:0610,66.49,31.43,0.95,4.94,14.69,3.93,0.0
20231011:0710,173.19,107.4,3.22,13.47,15.49,4.0,0.0
20231011:0810,253.6,171.1,5.24,20.94,16.94,3.79,0.0
20231011:0910,462.69,190.5,7.58,26.81,18.58,5.03,0.0
20231011:1010,565.46,201.16,8.88,30.5,20.09,5.45,0.0
20231011:1110,615.83,194.58,9.34,31.53,21.21,5.59,0.0
20231011:1210,467.05,219.38,8.27,29.76,22.03,5.79,0.0
20231011:1310,371.79,196.11,6.9,25.43,22.44,5.79,0.0
20231011:1410,263.06,150.05,4.97,19.07,22.36,5.31,0.0
20231011:1510,60.0,86.88,2.13,11.27,21.96,5.45,0.0
20231011:1610,3.82,10.97,0.25,2.54,21.22,5.17,0.0
20231011:1710,0.0,0.0,0.0,0.0,20.39,4.83,0.0
20231011:1810,0.0,0.0,0.0,0.0,19.77,4.55,0.0
20231011:1910,0.0,0.0,0.0,0.0,19.26,4.62,0.0
20231011:2010,0.0,0.0,0.0,0.0,19.06,4.76,0.0
20231011:2110,0.0,0.0,0.0,0.0,18.84,4.62,0.0
20231011:2210,0.0,0.0,0.0,0.0,18.58,4.48,0.0
20231011:2310,0.0,0.0,0.0,0.0,18.22,4.55,0.0
20231012:0010,0.0,0.0,0.0,0.0,17.58,4.55,0.0
20231012:0110,0.0,0.0,0.0,0.0,17.1,4.55,0.0
20231012:0210,0.0,0.0,0.0,0.0,16.9,4.62,0.0
20231012:0310,0.0,0.0,0.0,0.0,16.79,4.62,0.0
20231012:0410,0.0,0.0,0.0,0.0,16.28,4.48,0.0
20231012:0510,0.0,0.0,0.0,0.0,15.44,4.14,0.0
20231012:0610,0.0,4.52,0.1,4.68,14.52,3.93,0.0
20231012:0710,0.0,21.7,0.46,13.18,14.79,4.0,0.0
20231012:0810,0.0,56.06,1.18,20.63,15.04,4.62,0.0
20231012:0910,0.0,62.39,1.31,26.47,15.61,4.9,0.0
20231012:1010,0.0,66.91,1.41,30.14,16.31,4.14,0.0
20231012:1110,0.0,104.88,2.21,31.15,16.4,4.0,0.0
20231012:1210,0.0,86.8,1.83,29.37,16.4,3.59,0.0
20231012:1310,0.0,76.85,1.62,25.06,16.56,3.1,0.0
20231012:1410,0.0,57.86,1.22,18.71,16.72,2.83,0.0
20231012:1510,2.12,50.02,1.07,10.93,16.91,2.83,0.0
20231012:1610,0.0,10.85,0.23,2.21,16.5,2.55,0.0
20231012:1710,0.0,0.0,0.0,0.0,15.72,2.48,0.0
20231012:1810,0.0,0.0,0.0,0.0,15.33,2.41,0.0
20231012:1910,0.0,0.0,0.0,0.0,14.5,2.41,0.0
20231012:2010,0.0,0.0,0.0,0.0,14.23,2.34,0.0
20231012:2110,0.0,0.0,0.0,0.0,13.88,2.41,0.0
20231012:2210,0.0,0.0,0.0,0.0,13.74,2.48,0.0
20231012:2310,0.0,0.0,0.0,0.0,13.69,2.41,0.0
20231013:0010,0.0,0.0,0.0,0.0,14.3,2.48,0.0
20231013:0110,0.0,0.0,0.0,0.0,14.65,2.76,0.0
20231013:0210,0.0,0.0,0.0,0.0,14.99,2.97,0.0
20231013:0310,0.0,0.0,0.0,0.0,15.19,3.03,0.0
20231013:0410,0.0,0.0,0.0,0.0,15.31,3.03,0.0
20231013:0510,0.0,0.0,0.0,0.0,15.42,3.17,0.0
20231013:0610,0.0,15.37,0.32,4.41,15.56,3.31,0.0
20231013:0710,12.99,75.48,1.66,12.9,15.81,3.86,0.0
20231013:0810,1.94,97.01,2.06,20.32,16.5,4.69,0.0
20231013:0910,0.0,37.97,0.8,26.14,17.24,5.1,0.0
20231013:1010,1.81,149.44,3.16,29.77,17.4,5.17,0.0
20231013:1110,17.93,190.24,4.14,30.77,17.62,5.1,0.0
20231013:1210,0.0,76.85,1.62,29.0,19.48,4.83,0.0
20231013:1310,73.3,188.1,4.42,24.69,20.95,5.45,0.0
20231013:1410,199.33,149.02,4.38,18.36,21.41,4.9,0.0
20231013:1510,2.17,46.4,0.99,10.58,21.56,5.52,0.0
20231013:1610,0.0,2.71,0.06,1.87,21.13,5.59,0.0
20231013:1710,0.0,0.0,0.0,0.0,20.31,5.59,0.0
20231013:1810,0.0,0.0,0.0,0.0,19.53,4.97,0.0
20231013:1910,0.0,0.0,0.0,0.0,19.34,4.0,0.0
20231013:2010,0.0,0.0,0.0,0.0,19.0,4.0,0.0
20231013:2110,0.0,0.0,0.0,0.0,18.86,4.76,0.0
20231013:2210,0.0,0.0,0.0,0.0,18.57,5.59,0.0
20231013:2310,0.0,0.0,0.0,0.0,17.87,6.14,0.0
20231014:0010,0.0,0.0,0.0,0.0,17.22,6.41,0.0
20231014:0110,0.0,0.0,0.0,0.0,17.69,7.1,0.0
20231014:0210,0.0,0.0,0.0,0.0,17.78,7.17,0.0
20231014:0310,0.0,0.0,0.0,0.0,17.76,7.24,0.0
20231014:0410,0.0,0.0,0.0,0.0,17.43,7.03,0.0
20231014:0510,0.0,0.0,0.0,0.0,15.94,6.48,0.0
20231014:0610,56.98,26.54,0.76,4.14,13.54,5.72,0.0
20231014:0710,187.55,102.43,3.11,12.62,11.68,4.97,0.0
20231014:0810,443.27,124.88,5.93,20.01,11.96,5.79,0.0
20231014:0910,177.29,219.44,5.68,25.8,12.54,5.66,0.0
20231014:1010,353.7,245.46,7.57,29.41,13.26,5.52,0.0
20231014:1110,647.29,179.91,9.22,30.4,13.74,5.59,0.0
20231014:1210,317.7,241.68,7.22,28.62,13.77,5.38,0.0
20231014:1310,309.17,200.96,6.31,24.32,13.86,5.24,0.0
20231014:1410,171.02,151.83,4.19,18.0,13.62,4.97,0.0
20231014:1510,124.55,83.1,2.34,10.24,12.94,4.76,0.0
20231014:1610,0.0,1.81,0.04,1.54,12.3,4.62,0.0
20231014:1710,0.0,0.0,0.0,0.0,11.05,5.24,0.0
20231014:1810,0.0,0.0,0.0,0.0,10.17,4.14,0.0
20231014:1910,0.0,0.0,0.0,0.0,9.21,4.07,0.0
20231014:2010,0.0,0.0,0.0,0.0,8.64,3.86,0.0
20231014:2110,0.0,0.0,0.0,0.0,8.22,3.93,0.0
20231014:2210,0.0,0.0,0.0,0.0,7.93,4.07,0.0
20231014:2310,0.0,0.0,0.0,0.0,7.54,4.07,0.0
20231015:0010,0.0,0.0,0.0,0.0,7.33,4.14,0.0
20231015:0110,0.0,0.0,0.0,0.0,7.03,4.14,0.0
20231015:0210,0.0,0.0,0.0,0.0,6.75,3.86,0.0
20231015:0310,0.0,0.0,0.0,0.0,6.48,3.79,0.0
20231015:0410,0.0,0.0,0.0,0.0,6.23,3.79,0.0
20231015:0510,0.0,0.0,0.0,0.0,6.02,3.79,0.0
20231015:0610,0.0,12.66,0.27,3.87,5.93,3.86,0.0
20231015:0710,94.49,104.01,2.57,12.33,6.31,4.0,0.0
20231015:0810,29.78,137.85,3.07,19.7,6.65,4.55,0.0
20231015:0910,99.86,210.22,4.99,25.47,7.09,4.48,0.0
20231015:1010,84.58,231.09,5.37,29.05,7.54,4.28,0.0
20231015:1110,1.82,151.25,3.2,30.03,8.4,4.34,0.0
20231015:1210,0.0,121.15,2.55,28.24,8.96,4.34,0.0
20231015:1310,230.08,211.53,5.85,23.95,8.05,4.69,0.0
20231015:1410,299.59,140.9,4.9,17.65,8.19,4.97,0.0
20231015:1510,214.52,73.67,2.73,9.9,8.06,4.83,0.0
20231015:1610,0.0,1.81,0.04,1.22,7.72,4.41,0.0
20231015:1710,0.0,0.0,0.0,0.0,7.03,4.07,0.0
20231015:1810,0.0,0.0,0.0,0.0,6.69,3.86,0.0
20231015:1910,0.0,0.0,0.0,0.0,5.7,3.59,0.0
20231015:2010,0.0,0.0,0.0,0.0,5.35,3.52,0.0
20231015:2110,0.0,0.0,0.0,0.0,5.16,3.45,0.0
20231015:2210,0.0,0.0,0.0,0.0,4.95,3.38,0.0
20231015:2310,0.0,0.0,0.0,0.0,4.79,3.24,0.0
20231016:0010,0.0,0.0,0.0,0.0,4.6,3.1,0.0
20231016:0110,0.0,0.0,0.0,0.0,4.3,2.97,0.0
20231016:0210,0.0,0.0,0.0,0.0,4.1,2.9,0.0
20231016:0310,0.0,0.0,0.0,0.0,3.87,2.83,0.0
20231016:0410,0.0,0.0,0.0,0.0,3.67,2.69,0.0
20231016:0510,0.0,0.0,0.0,0.0,3.56,2.69,0.0
20231016:0610,0.0,9.04,0.19,3.61,3.45,2.55,0.0
20231016:0710,2.29,60.94,1.3,12.04,5.23,2.83,0.0
20231016:0810,38.2,139.66,3.14,19.4,6.38,3.52,0.0
20231016:0910,192.16,220.55,5.74,25.13,7.7,4.14,0.0
20231016:1010,174.33,248.29,6.25,28.7,8.62,3.93,0.0
20231016:1110,193.03,257.19,6.57,29.66,9.37,3.45,0.0
20231016:1210,46.2,202.63,4.55,27.87,9.82,2.9,0.0
20231016:1310,126.65,200.22,4.94,23.59,9.63,2.48,0.0
20231016:1410,177.95,150.34,4.14,17.3,9.54,2.07,0.0
20231016:1510,7.03,54.58,1.18,9.57,9.54,1.93,0.0
20231016:1610,0.0,0.0,0.0,0.0,8.97,1.45,0.0
20231016:1710,0.0,0.0,0.0,0.0,8.03,1.45,0.0
20231016:1810,0.0,0.0,0.0,0.0,7.04,1.31,0.0
20231016:1910,0.0,0.0,0.0,0.0,6.26,1.03,0.0
20231016:2010,0.0,0.0,0.0,0.0,6.26,0.83,0.0
20231016:2110,0.0,0.0,0.0,0.0,6.42,0.69,0.0
20231016:2210,0.0,0.0,0.0,0.0,6.29,0.41,0.0
20231016:2310,0.0,0.0,0.0,0.0,6.09,0.34,0.0
20231017:0010,0.0,0.0,0.0,0.0,5.98,0.41,0.0
20231017:0110,0.0,0.0,0.0,0.0,5.78,0.62,0.0
20231017:0210,0.0,0.0,0.0,0.0,5.74,0.62,0.0
20231017:0310,0.0,0.0,0.0,0.0,5.59,0.69,0.0
20231017:0410,0.0,0.0,0.0,0.0,5.21,0.76,0.0
20231017:0510,0.0,0.0,0.0,0.0,4.5,1.03,0.0
20231017:0610,4.35,13.81,0.3,3.34,4.19,1.17,0.0
20231017:0710,14.05,73.18,1.6,11.76,5.66,1.52,0.0
20231017:0810,93.64,157.4,3.77,19.09,6.76,1.86,0.0
20231017:0910,297.79,216.41,6.35,24.8,7.49,2.0,0.0
20231017:1010,342.33,246.6,7.36,28.34,8.58,2.21,0.0
20231017:1110,710.04,157.88,9.3,29.29,9.72,2.28,0.0
20231017:1210,706.64,136.69,8.92,27.5,10.05,2.07,0.0
20231017:1310,561.67,134.21,7.3,23.23,10.28,2.07,0.0
20231017:1410,353.03,121.46,4.92,16.96,10.41,2.07,0.0
20231017:1510,144.56,78.4,2.25,9.24,10.25,2.07,0.0
20231017:1610,0.0,0.0,0.0,0.0,9.65,2.0,0.0
20231017:1710,0.0,0.0,0.0,0.0,8.61,2.14,0.0
20231017:1810,0.0,0.0,0.0,0.0,7.96,2.28,0.0
20231017:1910,0.0,0.0,0.0,0.0,6.45,2.28,0.0
20231017:2010,0.0,0.0,0.0,0.0,5.83,2.21,0.0
20231017:2110,0.0,0.0,0.0,0.0,5.2,2.21,0.0
20231017:2210,0.0,0.0,0.0,0.0,4.71,2.14,0.0
20231017:2310,0.0,0.0,0.0,0.0,4.15,2.07,0.0
20231018:0010,0.0,0.0,0.0,0.0,3.51,2.07,0.0
20231018:0110,0.0,0.0,0.0,0.0,2.78,2.07,0.0
20231018:0210,0.0,0.0,0.0,0.0,2.28,2.0,0.0
20231018:0310,0.0,0.0,0.0,0.0,1.8,2.0,0.0
20231018:0410,0.0,0.0,0.0,0.0,1.45,1.93,0.0
20231018:0510,0.0,0.0,0.0,0.0,1.2,2.07,0.0
20231018:0610,0.0,12.66,0.27,3.07,1.29,2.34,0.0
20231018:0710,26.3,79.55,1.77,11.47,2.2,2.0,0.0
20231018:0810,125.77,163.74,4.04,18.78,3.65,2.07,0.0
20231018:0910,228.95,220.65,5.91,24.46,5.81,2.48,0.0
20231018:1010,145.3,242.2,5.91,27.99,7.68,3.03,0.0
20231018:1110,265.5,260.28,7.05,28.92,9.05,3.38,0.0
20231018:1210,319.84,241.5,7.05,27.14,9.99,3.52,0.0
20231018:1310,173.79,202.8,5.22,22.87,10.21,3.72,0.0
20231018:1410,273.89,139.41,4.52,16.62,9.96,3.79,0.0
20231018:1510,136.35,76.8,2.13,8.91,9.46,3.59,0.0
20231018:1610,0.0,0.0,0.0,0.0,8.47,3.72,0.0
20231018:1710,0.0,0.0,0.0,0.0,7.63,3.79,0.0
20231018:1810,0.0,0.0,0.0,0.0,7.17,3.86,0.0
20231018:1910,0.0,0.0,0.0,0.0,6.87,3.72,0.0
20231018:2010,0.0,0.0,0.0,0.0,6.61,3.45,0.0
20231018:2110,0.0,0.0,0.0,0.0,6.31,3.24,0.0
20231018:2210,0.0,0.0,0.0,0.0,6.42,3.1,0.0
20231018:2310,0.0,0.0,0.0,0.0,6.61,2.62,0.0
20231019:0010,0.0,0.0,0.0,0.0,6.61,2.69,0.0
20231019:0110,0.0,0.0,0.0,0.0,6.51,2.76,0.0
20231019:0210,0.0,0.0,0.0,0.0,6.49,2.83,0.0
20231019:0310,0.0,0.0,0.0,0.0,6.59,2.83,0.0
20231019:0410,0.0,0.0,0.0,0.0,6.8,2.62,0.0
20231019:0510,0.0,0.0,0.0,0.0,7.1,2.28,0.0
20231019:0610,0.0,8.14,0.17,2.8,7.39,1.86,0.0
20231019:0710,34.2,77.44,1.75,11.19,8.19,1.17,0.0
20231019:0810,0.0,39.78,0.84,18.47,9.09,0.97,0.0
20231019:0910,0.0,56.06,1.18,24.13,10.27,0.97,0.0
20231019:1010,0.0,48.82,1.03,27.63,11.49,1.66,0.0
20231019:1110,0.0,67.81,1.43,28.56,12.33,1.59,0.0
20231019:1210,0.0,44.3,0.93,26.77,13.12,1.86,0.0
20231019:1310,0.0,87.7,1.85,22.52,13.74,1.66,0.0
20231019:1410,52.27,120.9,2.8,16.28,14.11,1.1,0.0
20231019:1510,5.11,43.32,0.93,8.59,13.81,1.1,0.0
20231019:1610,0.0,0.0,0.0,0.0,13.07,1.59,0.0
20231019:1710,0.0,0.0,0.0,0.0,11.93,1.86,0.0
20231019:1810,0.0,0.0,0.0,0.0,11.68,1.86,0.0
20231019:1910,0.0,0.0,0.0,0.0,11.74,1.52,0.0
20231019:2010,0.0,0.0,0.0,0.0,11.53,1.72,0.0
20231019:2110,0.0,0.0,0.0,0.0,11.18,1.66,0.0
20231019:2210,0.0,0.0,0.0,0.0,10.8,1.66,0.0
20231019:2310,0.0,0.0,0.0,0.0,10.51,1.79,0.0
20231020:0010,0.0,0.0,0.0,0.0,10.17,2.0,0.0
20231020:0110,0.0,0.0,0.0,0.0,9.68,2.41,0.0
20231020:0210,0.0,0.0,0.0,0.0,9.27,2.83,0.0
20231020:0310,0.0,0.0,0.0,0.0,8.83,3.1,0.0
20231020:0410,0.0,0.0,0.0,0.0,8.46,3.24,0.0
20231020:0510,0.0,0.0,0.0,0.0,8.02,3.72,0.0
20231020:0610,0.0,1.81,0.04,2.53,7.67,4.21,0.0
20231020:0710,0.0,19.89,0.42,10.91,7.51,4.41,0.0
20231020:0810,0.0,32.55,0.69,18.17,7.49,4.55,0.0
20231020:0910,0.0,34.36,0.72,23.8,7.62,4.41,0.0
20231020:1010,0.0,50.63,1.07,27.28,7.7,4.48,0.0
20231020:1110,0.0,70.52,1.49,28.19,7.65,4.76,0.0
20231020:1210,0.0,64.19,1.35,26.41,7.65,4.62,0.0
20231020:1310,0.0,33.45,0.71,22.17,7.65,4.34,0.0
20231020:1410,0.0,18.99,0.4,15.94,7.78,3.93,0.0
20231020:1510,0.0,8.14,0.17,8.27,7.95,3.52,0.0
20231020:1610,0.0,0.0,0.0,0.0,8.13,2.83,0.0
20231020:1710,0.0,0.0,0.0,0.0,8.38,2.34,0.0
20231020:1810,0.0,0.0,0.0,0.0,8.82,1.93,0.0
20231020:1910,0.0,0.0,0.0,0.0,8.47,1.72,0.0
20231020:2010,0.0,0.0,0.0,0.0,9.23,1.52,0.0
20231020:2110,0.0,0.0,0.0,0.0,10.0,1.86,0.0
20231020:2210,0.0,0.0,0.0,0.0,10.14,1.79,0.0
20231020:2310,0.0,0.0,0.0,0.0,9.46,1.72,0.0
20231021:0010,0.0,0.0,0.0,0.0,8.64,1.59,0.0
20231021:0110,0.0,0.0,0.0,0.0,8.03,1.59,0.0
20231021:0210,0.0,0.0,0.0,0.0,8.2,1.59,0.0
20231021:0310,0.0,0.0,0.0,0.0,9.28,2.0,0.0
20231021:0410,0.0,0.0,0.0,0.0,10.49,3.17,0.0
20231021:0510,0.0,0.0,0.0,0.0,11.36,4.21,0.0
20231021:0610,0.0,1.81,0.04,2.27,11.4,4.62,0.0
20231021:0710,30.64,73.21,1.64,10.62,12.54,4.97,0.0
20231021:0810,315.23,145.14,4.8,17.86,13.32,5.45,0.0
20231021:0910,40.0,167.14,3.74,23.47,14.36,4.97,0.0
20231021:1010,563.94,184.55,7.98,26.93,15.15,5.79,0.0
20231021:1110,153.5,236.06,5.81,27.83,15.43,5.59,0.0
20231021:1210,181.81,226.19,5.76,26.05,15.8,5.1,0.0
20231021:1310,277.41,187.07,5.53,21.82,16.0,4.55,0.0
20231021:1410,325.65,114.35,4.36,15.61,15.85,4.14,0.0
20231021:1510,119.6,67.81,1.79,7.95,15.29,3.38,0.0
20231021:1610,0.0,0.0,0.0,0.0,14.0,2.76,0.0
20231021:1710,0.0,0.0,0.0,0.0,12.75,2.28,0.0
20231021:1810,0.0,0.0,0.0,0.0,11.79,2.07,0.0
20231021:1910,0.0,0.0,0.0,0.0,11.08,2.14,0.0
20231021:2010,0.0,0.0,0.0,0.0,10.87,2.21,0.0
20231021:2110,0.0,0.0,0.0,0.0,10.72,2.14,0.0
20231021:2210,0.0,0.0,0.0,0.0,10.22,2.21,0.0
20231021:2310,0.0,0.0,0.0,0.0,9.75,2.21,0.0
20231022:0010,0.0,0.0,0.0,0.0,8.97,2.21,0.0
20231022:0110,0.0,0.0,0.0,0.0,8.48,2.28,0.0
20231022:0210,0.0,0.0,0.0,0.0,8.06,2.34,0.0
20231022:0310,0.0,0.0,0.0,0.0,7.62,2.34,0.0
20231022:0410,0.0,0.0,0.0,0.0,7.24,2.41,0.0
20231022:0510,0.0,0.0,0.0,0.0,7.2,2.62,0.0
20231022:0610,0.0,7.23,0.15,2.0,7.17,2.69,0.0
20231022:0710,0.0,19.89,0.42,10.34,9.0,3.59,0.0
20231022:0810,0.0,40.69,0.86,17.55,10.68,3.38,0.0
20231022:0910,48.49,169.99,3.83,23.14,11.95,4.41,0.0
20231022:1010,645.3,155.5,8.23,26.59,12.81,5.52,0.0
20231022:1110,301.95,242.07,6.84,27.48,13.38,5.79,0.0
20231022:1210,44.91,185.33,4.15,25.7,13.11,4.83,0.0
20231022:1310,0.0,39.78,0.84,21.48,13.04,4.41,0.0
20231022:1410,92.03,126.31,3.05,15.28,12.89,3.72,0.0
20231022:1510,0.0,15.37,0.32,7.64,12.63,3.59,0.0
20231022:1610,0.0,0.0,0.0,0.0,12.28,3.31,0.0
20231022:1710,0.0,0.0,0.0,0.0,11.86,3.17,0.0
20231022:1810,0.0,0.0,0.0,0.0,11.38,2.9,0.0
20231022:1910,0.0,0.0,0.0,0.0,11.32,2.48,0.0
20231022:2010,0.0,0.0,0.0,0.0,11.14,2.48,0.0
20231022:2110,0.0,0.0,0.0,0.0,10.86,2.41,0.0
20231022:2210,0.0,0.0,0.0,0.0,10.67,2.34,0.0
20231022:2310,0.0,0.0,0.0,0.0,10.12,2.14,0.0
20231023:0010,0.0,0.0,0.0,0.0,9.85,2.0,0.0
20231023:0110,0.0,0.0,0.0,0.0,9.51,1.86,0.0
20231023:0210,0.0,0.0,0.0,0.0,9.33,1.86,0.0
20231023:0310,0.0,0.0,0.0,0.0,8.76,1.86,0.0
20231023:0410,0.0,0.0,0.0,0.0,8.56,1.72,0.0
20231023:0510,0.0,0.0,0.0,0.0,8.02,1.59,0.0
20231023:0610,0.0,3.62,0.08,1.73,7.86,1.45,0.0
20231023:0710,42.79,74.3,1.68,10.05,7.76,0.97,0.0
20231023:0810,420.84,119.04,5.09,17.25,10.28,0.69,0.0
20231023:0910,340.94,196.65,6.06,22.82,12.15,1.72,0.0
20231023:1010,191.41,230.58,5.85,26.24,13.06,1.52,0.0
20231023:1110,191.37,237.83,6.02,27.12,13.93,1.45,0.0
20231023:1210,222.72,225.05,5.93,25.35,14.54,1.59,0.0
20231023:1310,308.24,182.1,5.56,21.14,14.84,1.66,0.0
20231023:1410,195.98,130.46,3.64,14.96,14.78,1.52,0.0
20231023:1510,8.72,40.46,0.88,7.33,14.15,1.52,0.0
20231023:1610,0.0,0.0,0.0,0.0,13.11,2.21,0.0
20231023:1710,0.0,0.0,0.0,0.0,12.38,2.28,0.0
20231023:1810,0.0,0.0,0.0,0.0,11.63,2.83,0.0
20231023:1910,0.0,0.0,0.0,0.0,11.13,3.1,0.0
20231023:2010,0.0,0.0,0.0,0.0,11.07,3.24,0.0
20231023:2110,0.0,0.0,0.0,0.0,11.04,2.9,0.0
20231023:2210,0.0,0.0,0.0,0.0,10.7,2.62,0.0
20231023:2310,0.0,0.0,0.0,0.0,10.53,2.55,0.0
20231024:0010,0.0,0.0,0.0,0.0,10.44,2.69,0.0
20231024:0110,0.0,0.0,0.0,0.0,10.26,2.69,0.0
20231024:0210,0.0,0.0,0.0,0.0,9.84,2.48,0.0
20231024:0310,0.0,0.0,0.0,0.0,9.7,2.21,0.0
20231024:0410,0.0,0.0,0.0,0.0,9.77,1.86,0.0
20231024:0510,0.0,0.0,0.0,0.0,9.54,1.72,0.0
20231024:0610,0.0,0.9,0.02,1.47,9.09,1.66,0.0
20231024:0710,0.0,20.8,0.44,9.77,9.35,1.38,0.0
20231024:0810,0.0,30.74,0.65,16.95,10.97,1.38,0.0
20231024:0910,0.0,50.63,1.07,22.49,12.25,2.0,0.0
20231024:1010,0.0,48.82,1.03,25.9,13.04,3.24,0.0
20231024:1110,0.0,59.67,1.26,26.77,13.43,2.9,0.0
20231024:1210,0.0,64.19,1.35,25.0,13.46,2.07,0.0
20231024:1310,0.0,38.88,0.82,20.8,13.17,1.52,0.0
20231024:1410,0.0,28.93,0.61,14.64,12.81,1.17,0.0
20231024:1510,0.0,10.85,0.23,7.02,12.32,1.1,0.0
20231024:1610,0.0,0.0,0.0,0.0,11.89,1.17,0.0
20231024:1710,0.0,0.0,0.0,0.0,11.59,1.17,0.0
20231024:1810,0.0,0.0,0.0,0.0,11.44,1.17,0.0
20231024:1910,0.0,0.0,0.0,0.0,10.76,2.14,0.0
20231024:2010,0.0,0.0,0.0,0.0,10.44,2.41,0.0
20231024:2110,0.0,0.0,0.0,0.0,10.1,2.62,0.0
